,awardYear,Persistence,awardLabel,PairID,class,lastPubYear,event,time,area,group
3774,2017,2,Fellow of the Royal Society,1275,Contenders,2019,0,2,general,Middle
3775,2001,14,MacArthur Fellowship,1119,Contenders,2015,1,14,general,Young
3776,1987,12,Fellow of the Royal Society,657,Contenders,1999,1,12,general,Senior
3777,2015,2,Nobel Prize in Chemistry,1244,Contenders,2017,1,2,chemistry,Senior
3778,1972,37,Lasker-DeBakey Clinical Medical Research Award,199,Contenders,2009,1,37,biology,Middle
3779,1970,39,Fellow of the Royal Society,1081,Contenders,2009,1,39,general,Middle
3780,2009,11,MacArthur Fellowship,485,Contenders,2020,0,11,general,Middle
3783,2008,11,Fellow of the Royal Society,149,Contenders,2019,0,11,general,NA
3784,1995,25,Fellow of the Royal Society,1257,Contenders,2020,0,25,general,Young
3786,2015,5,Fellow of the Royal Society,322,Contenders,2020,0,5,general,NA
3787,1953,35,Nobel Prize in Physiology or Medicine,198,Contenders,1988,1,35,biology,Middle
3788,2018,2,Fellow of the Royal Society,601,Contenders,2020,0,2,general,Middle
3790,2009,3,National Medal of Science,173,Contenders,2012,1,3,general,Senior
3791,1982,37,Lasker-DeBakey Clinical Medical Research Award,592,Contenders,2019,0,37,biology,Middle
3792,2016,1,Fellow of the Royal Society,137,Contenders,2017,1,1,general,NA
3793,2003,15,National Medal of Science,1164,Contenders,2018,0,15,general,Senior
3794,2010,10,National Medal of Science,1284,Contenders,2020,0,10,general,Senior
3795,1983,31,Fellow of the Royal Society,542,Contenders,2014,1,31,general,Middle
3796,2006,9,Fellow of the Royal Society,1139,Contenders,2015,1,9,general,Middle
3797,1978,27,Fellow of the Royal Society,1411,Contenders,2005,1,27,general,Young
3798,2016,4,Fellow of the Royal Society,96,Contenders,2020,0,4,general,Middle
3799,2004,13,Nobel Prize in Chemistry,187,Contenders,2017,1,13,chemistry,Middle
3800,2017,3,Fellow of the Royal Society,555,Contenders,2020,0,3,general,NA
3801,2000,20,Fellow of the Royal Society,1102,Contenders,2020,0,20,general,Middle
3802,2005,15,Willard Gibbs Award,1035,Contenders,2020,0,15,chemistry,Senior
3803,1972,11,Lasker-DeBakey Clinical Medical Research Award,199,Contenders,1983,1,11,biology,Middle
3804,2014,2,Fields Medal,585,Contenders,2016,1,2,mathematics,Young
3805,1989,26,Fellow of the Royal Society,531,Contenders,2015,1,26,general,Young
3806,2009,6,Fellow of the Royal Society,1089,Contenders,2015,1,6,general,Middle
3808,2013,7,Fellow of the Royal Society,1410,Contenders,2020,0,7,general,Middle
3809,2010,9,Wolf Prize in Physics,1318,Contenders,2019,0,9,physics,Senior
3810,1990,21,Shanti Swarup Bhatnagar Prize for Science and Technology,67,Contenders,2011,1,21,general,Young
3811,1997,22,Max Planck Medal,1258,Contenders,2019,0,22,physics,Senior
3812,1994,25,Fellow of the Royal Society,896,Contenders,2019,0,25,general,Middle
3813,2009,10,Shanti Swarup Bhatnagar Prize for Science and Technology,1449,Contenders,2019,0,10,general,NA
3814,2001,19,National Medal of Science,482,Contenders,2020,0,19,general,Senior
3815,1999,21,Fellow of the Royal Society,852,Contenders,2020,0,21,general,Middle
3816,1994,18,Fellow of the Royal Society,293,Contenders,2012,1,18,general,Young
3817,1966,43,Lasker-DeBakey Clinical Medical Research Award,982,Contenders,2009,1,43,biology,Senior
3818,1971,14,Fellow of the Royal Society,242,Contenders,1985,1,14,general,Middle
3819,2015,5,Shanti Swarup Bhatnagar Prize for Science and Technology,305,Contenders,2020,0,5,general,Young
3820,1975,17,Fellow of the Royal Society,1217,Contenders,1992,1,17,general,Senior
3821,2000,20,Fellow of the Royal Society,720,Contenders,2020,0,20,general,NA
3823,2013,3,Fellow of the Royal Society,486,Contenders,2016,1,3,general,Middle
3824,1989,30,Nobel Prize in Physiology or Medicine,155,Contenders,2019,0,30,biology,Middle
3825,1989,30,Nobel Prize in Physiology or Medicine,1276,Contenders,2019,0,30,biology,Middle
3826,1993,26,Nobel Prize in Physiology or Medicine,776,Contenders,2019,0,26,biology,Middle
3827,2007,9,MacArthur Fellowship,675,Contenders,2016,1,9,general,NA
3828,2014,6,Fellow of the Royal Society,204,Contenders,2020,0,6,general,Middle
3830,1998,20,MacArthur Fellowship,1157,Contenders,2018,0,20,general,Middle
3831,2006,14,Fellow of the Royal Society,847,Contenders,2020,0,14,general,NA
3832,2017,3,Fellow of the Royal Society,439,Contenders,2020,0,3,general,Senior
3833,1997,23,Fellow of the Royal Society,451,Contenders,2020,0,23,general,Middle
3834,2001,19,National Medal of Science,1310,Contenders,2020,0,19,general,Senior
3835,2004,16,MacArthur Fellowship,1038,Contenders,2020,0,16,general,Young
3836,2006,13,Marconi Prize,757,Contenders,2019,0,13,cs,Middle
3837,1992,22,Fellow of the Royal Society,1070,Contenders,2014,1,22,general,Senior
3838,1989,15,Nobel Prize in Chemistry,1130,Contenders,2004,1,15,chemistry,Middle
3839,2017,3,Fellow of the Royal Society,1236,Contenders,2020,0,3,general,Senior
3840,2017,2,Fellow of the Royal Society,1042,Contenders,2019,0,2,general,NA
3841,2014,6,Wolf Prize in Medicine,296,Contenders,2020,0,6,biology,Senior
3842,2011,8,Fellow of the Royal Society,820,Contenders,2019,0,8,general,Middle
3843,2015,5,Wolf Prize in Medicine,463,Contenders,2020,0,5,biology,Senior
3844,1963,53,Lasker-DeBakey Clinical Medical Research Award,1321,Contenders,2016,1,53,biology,Senior
3845,1990,29,Fellow of the Royal Society,1056,Contenders,2019,0,29,general,Young
3846,1951,9,Hughes Medal,1324,Contenders,1960,1,9,physics,Middle
3847,1988,12,Nobel Prize in Chemistry,823,Contenders,2000,1,12,chemistry,Young
3849,2000,18,Shanti Swarup Bhatnagar Prize for Science and Technology,324,Contenders,2018,0,18,general,Young
3850,1996,6,Shanti Swarup Bhatnagar Prize for Science and Technology,383,Contenders,2002,1,6,general,Young
3851,1990,30,Lyell Medal,1331,Contenders,2020,0,30,geography,Middle
3852,2002,16,MacArthur Fellowship,28,Contenders,2018,0,16,general,Young
3853,2014,6,Fellow of the Royal Society,410,Contenders,2020,0,6,general,Middle
3854,1980,12,Fellow of the Royal Society,523,Contenders,1992,1,12,general,Young
3855,2014,6,Fields Medal,585,Contenders,2020,0,6,mathematics,Young
3856,2011,9,Shanti Swarup Bhatnagar Prize for Science and Technology,1028,Contenders,2020,0,9,general,Young
3857,2005,13,MacArthur Fellowship,868,Contenders,2018,0,13,general,Young
3858,1990,1,Nobel Prize in Physiology or Medicine,1229,Contenders,1991,1,1,biology,Senior
3859,1997,17,National Medal of Science,1453,Contenders,2014,1,17,general,Senior
3860,1983,36,MacArthur Fellowship,299,Contenders,2019,0,36,general,Young
3861,2014,6,Fellow of the Royal Society,989,Contenders,2020,0,6,general,Senior
3862,1987,33,MacArthur Fellowship,151,Contenders,2020,0,33,general,Young
3863,1979,8,Fellow of the Royal Society,393,Contenders,1987,1,8,general,Middle
3864,1967,3,Fellow of the Royal Society,1423,Contenders,1970,1,3,general,Young
3865,2004,16,Fellow of the Royal Society,1011,Contenders,2020,0,16,general,Middle
3866,2001,19,Fellow of the Royal Society,496,Contenders,2020,0,19,general,Middle
3867,2006,14,Wolf Prize in Physics,1335,Contenders,2020,0,14,physics,Senior
3868,1995,21,National Medal of Science,1211,Contenders,2016,1,21,general,Middle
3869,2008,11,Fellow of the Royal Society,725,Contenders,2019,0,11,general,Middle
3870,1975,25,Fellow of the Royal Society,1217,Contenders,2000,1,25,general,Senior
3871,1983,19,Fellow of the Royal Society,693,Contenders,2002,1,19,general,Middle
3872,1996,9,MacArthur Fellowship,1169,Contenders,2005,1,9,general,Young
3873,1989,2,National Medal of Science,132,Contenders,1991,1,2,general,Senior
3874,1987,32,MacArthur Fellowship,613,Contenders,2019,0,32,general,Middle
3875,2014,5,Fields Medal,102,Contenders,2019,0,5,mathematics,Young
3876,2005,15,Shanti Swarup Bhatnagar Prize for Science and Technology,456,Contenders,2020,0,15,general,Young
3877,2017,3,Breakthrough Prize in Life Sciences,68,Contenders,2020,0,3,biology,Senior
3878,2018,2,Breakthrough Prize in Life Sciences,280,Contenders,2020,0,2,biology,Senior
3879,1999,20,Shanti Swarup Bhatnagar Prize for Science and Technology,302,Contenders,2019,0,20,general,Young
3880,1983,20,MacArthur Fellowship,117,Contenders,2003,1,20,general,Young
3881,2000,5,Shanti Swarup Bhatnagar Prize for Science and Technology,324,Contenders,2005,1,5,general,Young
3882,1944,48,Fellow of the Royal Society,669,Contenders,1992,1,48,general,Middle
3883,1978,42,Fields Medal,38,Contenders,2020,0,42,mathematics,Young
3884,2012,8,Wolf Prize in Mathematics,124,Contenders,2020,0,8,mathematics,Senior
3885,1972,47,Fellow of the Royal Society,733,Contenders,2019,0,47,general,Young
3886,2007,13,Fellow of the Royal Society,47,Contenders,2020,0,13,general,Middle
3887,2014,6,Fellow of the Royal Society,255,Contenders,2020,0,6,general,Senior
3888,2008,12,National Medal of Science,858,Contenders,2020,0,12,general,Senior
3889,2011,9,Fellow of the Royal Society,1407,Contenders,2020,0,9,general,Senior
3890,1983,20,MacArthur Fellowship,871,Contenders,2003,1,20,general,Middle
3891,1991,29,Fellow of the Royal Society,510,Contenders,2020,0,29,general,Senior
3892,2010,6,Shanti Swarup Bhatnagar Prize for Science and Technology,955,Contenders,2016,1,6,general,NA
3893,2000,20,MacArthur Fellowship,1273,Contenders,2020,0,20,general,Young
3894,2007,13,Fellow of the Royal Society,953,Contenders,2020,0,13,general,Senior
3895,1996,23,MacArthur Fellowship,301,Contenders,2019,0,23,general,Young
3896,2001,19,National Medal of Science,694,Contenders,2020,0,19,general,Senior
3897,2003,16,Shanti Swarup Bhatnagar Prize for Science and Technology,938,Contenders,2019,0,16,general,Young
3898,1983,3,Wolf Prize in Chemistry,1008,Contenders,1986,1,3,chemistry,Middle
3899,2010,10,Fellow of the Royal Society,271,Contenders,2020,0,10,general,Middle
3900,1968,29,Fellow of the Royal Society,1245,Contenders,1997,1,29,general,Middle
3901,2012,8,Fellow of the Royal Society,1068,Contenders,2020,0,8,general,Senior
3902,2000,10,MacArthur Fellowship,1273,Contenders,2010,1,10,general,Young
3903,1974,12,Fields Medal,362,Contenders,1986,1,12,mathematics,Young
3904,1984,36,Fellow of the Royal Society,583,Contenders,2020,0,36,general,Middle
3905,1988,23,Shanti Swarup Bhatnagar Prize for Science and Technology,922,Contenders,2011,1,23,general,Young
3906,1958,22,Nobel Prize in Physiology or Medicine,909,Contenders,1980,1,22,biology,Middle
3907,1970,19,Nobel Prize in Physics,1251,Contenders,1989,1,19,physics,Senior
3908,1991,23,MacArthur Fellowship,202,Contenders,2014,1,23,general,NA
3909,1990,2,Wolf Prize in Physics,93,Contenders,1992,1,2,physics,Middle
3910,2008,12,National Medal of Science,916,Contenders,2020,0,12,general,Senior
3911,2007,12,Fellow of the Royal Society,436,Contenders,2019,0,12,general,Senior
3912,1986,10,National Medal of Science,396,Contenders,1996,1,10,general,Young
3914,1991,17,Fellow of the Royal Society,510,Contenders,2008,1,17,general,Senior
3915,1990,28,MacArthur Fellowship,156,Contenders,2018,0,28,general,Middle
3916,2015,5,Fellow of the Royal Society,1293,Contenders,2020,0,5,general,Senior
3917,1999,10,Fellow of the Royal Society,300,Contenders,2009,1,10,general,Middle
3918,2014,6,Fellow of the Royal Society,53,Contenders,2020,0,6,general,Middle
3919,1983,6,National Medal of Science,943,Contenders,1989,1,6,general,Young
3920,2006,13,Shanti Swarup Bhatnagar Prize for Science and Technology,554,Contenders,2019,0,13,general,Young
3921,2006,12,National Medal of Science,665,Contenders,2018,0,12,general,Senior
3922,2001,16,Wolf Prize in Medicine,793,Contenders,2017,1,16,biology,Middle
3923,2000,20,Nobel Prize in Physics,630,Contenders,2020,0,20,physics,Senior
3924,1999,16,Fellow of the Royal Society,101,Contenders,2015,1,16,general,Middle
3925,1993,13,MacArthur Fellowship,1014,Contenders,2006,1,13,general,Young
3927,1999,21,Copley Medal,785,Contenders,2020,0,21,general,Senior
3928,2002,17,Fellow of the Royal Society,225,Contenders,2019,0,17,general,Middle
3929,1991,13,Fellow of the Royal Society,394,Contenders,2004,1,13,general,Middle
3931,2007,13,Bigsby Medal,211,Contenders,2020,0,13,geography,Young
3932,1986,33,Fellow of the Royal Society,1392,Contenders,2019,0,33,general,Young
3933,1994,24,Fellow of the Royal Society,1064,Contenders,2018,0,24,general,Young
3934,1984,17,Shanti Swarup Bhatnagar Prize for Science and Technology,1292,Contenders,2001,1,17,general,Young
3935,2001,10,Wolf Prize in Medicine,793,Contenders,2011,1,10,biology,Middle
3936,1963,13,Lasker-DeBakey Clinical Medical Research Award,1321,Contenders,1976,1,13,biology,Senior
3937,2007,13,Shanti Swarup Bhatnagar Prize for Science and Technology,471,Contenders,2020,0,13,general,Young
3938,2004,15,Fellow of the Royal Society,832,Contenders,2019,0,15,general,Middle
3939,1984,35,MacArthur Fellowship,1402,Contenders,2019,0,35,general,Young
3941,2007,9,National Medal of Science,1172,Contenders,2016,1,9,general,Senior
3942,1992,27,Fellow of the Royal Society,1046,Contenders,2019,0,27,general,Middle
3943,1984,35,Fellow of the Royal Society,1126,Contenders,2019,0,35,general,Young
3944,2011,9,Wolf Prize in Medicine,784,Contenders,2020,0,9,biology,Middle
3945,1987,32,Fellow of the Royal Society,183,Contenders,2019,0,32,general,Middle
3946,1998,19,Fellow of the Royal Society,915,Contenders,2017,1,19,general,Middle
3947,2016,3,Fellow of the Royal Society,317,Contenders,2019,0,3,general,Senior
3948,2008,12,MacArthur Fellowship,233,Contenders,2020,0,12,general,Young
3949,2007,12,Fellow of the Royal Society,558,Contenders,2019,0,12,general,Middle
3950,1966,2,Shanti Swarup Bhatnagar Prize for Science and Technology,713,Contenders,1968,1,2,general,Young
3951,1987,22,MacArthur Fellowship,872,Contenders,2009,1,22,general,NA
3952,2001,19,Max Planck Medal,918,Contenders,2020,0,19,physics,Middle
3953,2004,16,Fellow of the Royal Society,1219,Contenders,2020,0,16,general,Middle
3954,2006,14,Fellow of the Royal Society,1167,Contenders,2020,0,14,general,Middle
3955,2007,13,Fellow of the Royal Society,927,Contenders,2020,0,13,general,Middle
3956,2015,5,Fellow of the Royal Society,43,Contenders,2020,0,5,general,Middle
3957,2011,9,Fellow of the Royal Society,19,Contenders,2020,0,9,general,NA
3959,1996,3,Nobel Prize in Physics,1132,Contenders,1999,1,3,physics,Senior
3960,1994,22,Fellow of the Royal Society,249,Contenders,2016,1,22,general,Young
3961,1992,23,MacArthur Fellowship,908,Contenders,2015,1,23,general,Middle
3962,1996,22,MacArthur Fellowship,1169,Contenders,2018,0,22,general,Young
3963,2007,13,Fellow of the Royal Society,558,Contenders,2020,0,13,general,Middle
3964,1974,32,Fellow of the Royal Society,1272,Contenders,2006,1,32,general,Middle
3965,2004,2,Nobel Prize in Chemistry,1341,Contenders,2006,1,2,chemistry,Senior
3966,2016,4,SASTRA Ramanujan Prize,50,Contenders,2020,0,4,mathematics,Young
3968,1986,34,MacArthur Fellowship,950,Contenders,2020,0,34,general,Young
3969,2018,2,Breakthrough Prize in Life Sciences,280,Contenders,2020,0,2,biology,Senior
3970,2010,9,Willard Gibbs Award,131,Contenders,2019,0,9,chemistry,Senior
3971,1992,26,National Medal of Science,662,Contenders,2018,0,26,general,Senior
3972,1999,10,Shanti Swarup Bhatnagar Prize for Science and Technology,1090,Contenders,2009,1,10,general,Young
3973,1987,24,National Medal of Science,755,Contenders,2011,1,24,general,Senior
3974,2017,3,Fellow of the Royal Society,358,Contenders,2020,0,3,general,Senior
3975,1989,14,National Medal of Science,112,Contenders,2003,1,14,general,Senior
3976,2007,13,Fellow of the Royal Society,114,Contenders,2020,0,13,general,Middle
3977,1964,42,Fellow of the Royal Society,1389,Contenders,2006,1,42,general,Young
3978,2017,2,Nobel Prize in Physiology or Medicine,647,Contenders,2019,0,2,biology,Senior
3979,1997,20,Lasker-DeBakey Clinical Medical Research Award,598,Contenders,2017,1,20,biology,Middle
3981,1968,39,Fellow of the Royal Society,1339,Contenders,2007,1,39,general,Young
3982,2018,2,Breakthrough Prize in Life Sciences,590,Contenders,2020,0,2,biology,Senior
3983,2001,18,Fellow of the Royal Society,1144,Contenders,2019,0,18,general,Senior
3984,1991,24,Wolf Prize in Chemistry,870,Contenders,2015,1,24,chemistry,Middle
3985,1959,47,Nobel Prize in Physiology or Medicine,227,Contenders,2006,1,47,biology,Young
3986,2002,18,Fellow of the Royal Society,546,Contenders,2020,0,18,general,Middle
3987,1987,33,Nobel Prize in Physics,1084,Contenders,2020,0,33,physics,Young
3988,1980,26,Nobel Prize in Physics,879,Contenders,2006,1,26,physics,Middle
3989,1994,11,Wollaston Medal,780,Contenders,2005,1,11,geography,Middle
3990,1982,24,Nobel Prize in Physiology or Medicine,197,Contenders,2006,1,24,biology,Middle
3991,1994,12,Nobel Prize in Physiology or Medicine,1344,Contenders,2006,1,12,biology,Middle
3992,2004,16,Nobel Prize in Chemistry,187,Contenders,2020,0,16,chemistry,Middle
3993,2002,12,Nobel Prize in Chemistry,1355,Contenders,2014,1,12,chemistry,Young
3994,2001,9,Fellow of the Royal Society,749,Contenders,2010,1,9,general,Middle
3995,2004,11,Fellow of the Royal Society,1117,Contenders,2015,1,11,general,Senior
3996,2010,8,Shanti Swarup Bhatnagar Prize for Science and Technology,265,Contenders,2018,0,8,general,Young
3997,1997,22,Fellow of the Royal Society,611,Contenders,2019,0,22,general,Middle
3998,2005,14,Fellow of the Royal Society,656,Contenders,2019,0,14,general,Middle
3999,2004,16,Shanti Swarup Bhatnagar Prize for Science and Technology,584,Contenders,2020,0,16,general,Young
4000,2012,0,National Medal of Science,1077,Contenders,2012,1,0,general,Senior
4001,1987,32,MacArthur Fellowship,313,Contenders,2019,0,32,general,Young
4002,1996,21,Fellow of the Royal Society,1417,Contenders,2017,1,21,general,Young
4003,1984,36,MacArthur Fellowship,1383,Contenders,2020,0,36,general,Young
4004,2010,8,National Medal of Science,407,Contenders,2018,0,8,general,Senior
4005,1990,4,Lyell Medal,1331,Contenders,1994,1,4,geography,Middle
4007,2016,4,Fellow of the Royal Society,906,Contenders,2020,0,4,general,Middle
4008,2014,6,Breakthrough Prize in Life Sciences,876,Contenders,2020,0,6,biology,Senior
4009,2010,9,MacArthur Fellowship,1421,Contenders,2019,0,9,general,Young
4010,1999,20,Shanti Swarup Bhatnagar Prize for Science and Technology,450,Contenders,2019,0,20,general,Young
4011,1980,20,Fellow of the Royal Society,1375,Contenders,2000,1,20,general,Young
4012,2011,9,MacArthur Fellowship,771,Contenders,2020,0,9,general,Young
4013,2017,3,Fellow of the Royal Society,320,Contenders,2020,0,3,general,Middle
4014,1984,28,Turing Award,1224,Contenders,2012,1,28,cs,Middle
4015,1986,34,National Medal of Science,396,Contenders,2020,0,34,general,Young
4016,1986,6,Wolf Prize in Medicine,1408,Contenders,1992,1,6,biology,Senior
4017,1992,14,National Medal of Science,854,Contenders,2006,1,14,general,Senior
4018,1985,34,MacArthur Fellowship,1118,Contenders,2019,0,34,general,Middle
4019,1985,35,Shanti Swarup Bhatnagar Prize for Science and Technology,961,Contenders,2020,0,35,general,Young
4020,1972,43,Shanti Swarup Bhatnagar Prize for Science and Technology,798,Contenders,2015,1,43,general,Young
4021,2006,14,Nobel Prize in Chemistry,60,Contenders,2020,0,14,chemistry,Middle
4022,1993,27,Fellow of the Royal Society,441,Contenders,2020,0,27,general,Young
4023,1983,13,Fellow of the Royal Society,525,Contenders,1996,1,13,general,Middle
4024,2017,3,Fellow of the Royal Society,963,Contenders,2020,0,3,general,Senior
4025,1978,42,Shanti Swarup Bhatnagar Prize for Science and Technology,797,Contenders,2020,0,42,general,Young
4026,1987,30,Fellow of the Royal Society,1185,Contenders,2017,1,30,general,Young
4027,1989,31,MacArthur Fellowship,411,Contenders,2020,0,31,general,Middle
4028,1990,30,MacArthur Fellowship,333,Contenders,2020,0,30,general,Middle
4029,2007,13,Copley Medal,1121,Contenders,2020,0,13,general,Senior
4030,2014,6,Fellow of the Royal Society,53,Contenders,2020,0,6,general,Middle
4031,1982,0,Lasker-DeBakey Clinical Medical Research Award,378,Contenders,1982,1,0,biology,Middle
4032,2017,3,Fellow of the Royal Society,866,Contenders,2020,0,3,general,Middle
4033,1984,35,MacArthur Fellowship,998,Contenders,2019,0,35,general,Young
4034,1990,2,MacArthur Fellowship,1181,Contenders,1992,1,2,general,Senior
4035,1955,54,Nobel Prize in Chemistry,82,Contenders,2009,1,54,chemistry,Middle
4036,1974,35,National Medal of Science,162,Contenders,2009,1,35,general,Senior
4037,1946,6,Nobel Prize in Chemistry,1381,Contenders,1952,1,6,chemistry,Middle
4038,2010,10,MacArthur Fellowship,1047,Contenders,2020,0,10,general,Young
4039,2015,5,Fellow of the Royal Society,330,Contenders,2020,0,5,general,Middle
4040,1991,15,Fellow of the Royal Society,980,Contenders,2006,1,15,general,Young
4041,2013,7,Fellow of the Royal Society,737,Contenders,2020,0,7,general,Young
4042,2009,11,Shanti Swarup Bhatnagar Prize for Science and Technology,431,Contenders,2020,0,11,general,Young
4043,1989,30,Nobel Prize in Physiology or Medicine,1276,Contenders,2019,0,30,biology,Middle
4044,2014,6,Nobel Prize in Physiology or Medicine,905,Contenders,2020,0,6,biology,Senior
4045,2011,8,Shanti Swarup Bhatnagar Prize for Science and Technology,260,Contenders,2019,0,8,general,Young
4046,2005,8,Fellow of the Royal Society,878,Contenders,2013,1,8,general,Senior
4047,2011,8,MacArthur Fellowship,680,Contenders,2019,0,8,general,Young
4048,1999,21,MacArthur Fellowship,719,Contenders,2020,0,21,general,NA
4049,1993,27,Fellow of the Royal Society,361,Contenders,2020,0,27,general,Middle
4050,1997,23,Fellow of the Royal Society,118,Contenders,2020,0,23,general,Middle
4051,1996,24,Lasker-DeBakey Clinical Medical Research Award,994,Contenders,2020,0,24,biology,Senior
4052,2004,15,Shanti Swarup Bhatnagar Prize for Science and Technology,446,Contenders,2019,0,15,general,Young
4053,2009,10,Shanti Swarup Bhatnagar Prize for Science and Technology,10,Contenders,2019,0,10,general,NA
4054,2005,11,MacArthur Fellowship,146,Contenders,2016,1,11,general,Young
4055,2009,10,Willard Gibbs Award,981,Contenders,2019,0,10,chemistry,Senior
4056,1981,30,Shanti Swarup Bhatnagar Prize for Science and Technology,708,Contenders,2011,1,30,general,Young
4057,2006,14,Shanti Swarup Bhatnagar Prize for Science and Technology,470,Contenders,2020,0,14,general,Young
4058,1955,56,Nobel Prize in Physiology or Medicine,196,Contenders,2011,1,56,biology,Middle
4059,2009,8,Nobel Prize in Physics,1197,Contenders,2017,1,8,physics,Senior
4060,1994,26,Fellow of the Royal Society,249,Contenders,2020,0,26,general,Young
4061,1983,37,Fellow of the Royal Society,902,Contenders,2020,0,37,general,Young
4062,1994,26,Fields Medal,138,Contenders,2020,0,26,mathematics,Young
4063,2009,6,Fellow of the Royal Society,375,Contenders,2015,1,6,general,Senior
4064,2014,1,Fellow of the Royal Society,1213,Contenders,2015,1,1,general,Senior
4065,2004,16,MacArthur Fellowship,564,Contenders,2020,0,16,general,Young
4066,2001,18,MacArthur Fellowship,690,Contenders,2019,0,18,general,Middle
4067,2002,18,Fellow of the Royal Society,1427,Contenders,2020,0,18,general,Middle
4068,2011,8,Max Planck Medal,1019,Contenders,2019,0,8,physics,Senior
4069,1992,27,MacArthur Fellowship,416,Contenders,2019,0,27,general,Young
4070,1986,33,MacArthur Fellowship,1264,Contenders,2019,0,33,general,Young
4071,1999,20,Fellow of the Royal Society,300,Contenders,2019,0,20,general,Middle
4072,1941,13,Fellow of the Royal Society,1218,Contenders,1954,1,13,general,Young
4073,1989,10,National Medal of Science,132,Contenders,1999,1,10,general,Senior
4074,2004,6,Shanti Swarup Bhatnagar Prize for Science and Technology,584,Contenders,2010,1,6,general,Young
4075,1981,0,Fellow of the Royal Society,472,Contenders,1981,1,0,general,Middle
4076,1989,31,Fellow of the Royal Society,1171,Contenders,2020,0,31,general,Middle
4077,1994,18,Lasker-DeBakey Clinical Medical Research Award,1329,Contenders,2012,1,18,biology,Senior
4078,2016,3,Fellow of the Royal Society,772,Contenders,2019,0,3,general,Young
4079,1976,23,Marconi Prize,1031,Contenders,1999,1,23,cs,Middle
4080,1975,44,Fellow of the Royal Society,226,Contenders,2019,0,44,general,Middle
4081,1978,41,Nobel Prize in Physiology or Medicine,5,Contenders,2019,0,41,biology,Middle
4082,2016,4,Fellow of the Royal Society,773,Contenders,2020,0,4,general,Middle
4083,1910,36,Fellow of the Royal Society,635,Contenders,1946,1,36,general,Young
4084,1998,18,Nobel Prize in Physics,369,Contenders,2016,1,18,physics,Middle
4085,1996,23,Turing Award,1054,Contenders,2019,0,23,cs,Middle
4086,2017,3,Breakthrough Prize in Life Sciences,374,Contenders,2020,0,3,biology,Senior
4087,2013,7,MacArthur Fellowship,64,Contenders,2020,0,7,general,Middle
4088,1988,21,Fellow of the Royal Society,1395,Contenders,2009,1,21,general,Young
4089,1999,11,Nobel Prize in Physiology or Medicine,277,Contenders,2010,1,11,biology,Senior
4090,1967,17,Nobel Prize in Physiology or Medicine,1300,Contenders,1984,1,17,biology,Senior
4091,1997,8,Nobel Prize in Chemistry,1255,Contenders,2005,1,8,chemistry,Senior
4092,2001,10,Wolf Prize in Chemistry,1222,Contenders,2011,1,10,chemistry,Senior
4093,1988,22,Nobel Prize in Chemistry,823,Contenders,2010,1,22,chemistry,Young
4094,2002,7,National Medal of Science,1223,Contenders,2009,1,7,general,Senior
4095,1985,10,Fellow of the Royal Society,1406,Contenders,1995,1,10,general,Young
4096,2015,3,Vautrin Lud Prize,295,Contenders,2018,0,3,geography,Senior
4097,2006,14,Fields Medal,948,Contenders,2020,0,14,mathematics,Young
4098,1966,0,Fellow of the Royal Society,1066,Contenders,1966,1,0,general,Young
4099,2012,8,Shanti Swarup Bhatnagar Prize for Science and Technology,468,Contenders,2020,0,8,general,Young
4100,2013,1,MacArthur Fellowship,1277,Contenders,2014,1,1,general,Young
4101,2004,16,Max Planck Medal,513,Contenders,2020,0,16,physics,Senior
4102,2014,5,Fellow of the Royal Society,695,Contenders,2019,0,5,general,Middle
4103,2014,6,Fellow of the Royal Society,695,Contenders,2020,0,6,general,Middle
4106,2008,11,MacArthur Fellowship,432,Contenders,2019,0,11,general,Young
4107,2000,19,Shanti Swarup Bhatnagar Prize for Science and Technology,767,Contenders,2019,0,19,general,Young
4108,2007,13,Shanti Swarup Bhatnagar Prize for Science and Technology,276,Contenders,2020,0,13,general,Young
4109,1986,31,Shanti Swarup Bhatnagar Prize for Science and Technology,115,Contenders,2017,1,31,general,Young
4110,1959,24,Nobel Prize in Physiology or Medicine,614,Contenders,1983,1,24,biology,Middle
4111,1972,11,Willard Gibbs Award,1238,Contenders,1983,1,11,chemistry,Senior
4112,1979,5,Shanti Swarup Bhatnagar Prize for Science and Technology,1306,Contenders,1984,1,5,general,Young
4113,1986,29,MacArthur Fellowship,973,Contenders,2015,1,29,general,Middle
4114,1995,25,Fellow of the Royal Society,1308,Contenders,2020,0,25,general,Middle
4115,1982,34,Shanti Swarup Bhatnagar Prize for Science and Technology,650,Contenders,2016,1,34,general,Young
4116,1986,34,Fields Medal,1268,Contenders,2020,0,34,mathematics,Young
4117,2016,4,Fellow of the Royal Society,528,Contenders,2020,0,4,general,NA
4118,1991,29,MacArthur Fellowship,533,Contenders,2020,0,29,general,Middle
4119,2015,5,Fellow of the Royal Society,1293,Contenders,2020,0,5,general,Senior
4120,1990,27,Fellow of the Royal Society,1056,Contenders,2017,1,27,general,Young
4121,2011,8,Shanti Swarup Bhatnagar Prize for Science and Technology,309,Contenders,2019,0,8,general,Young
4122,1997,15,Edison Medal,1388,Contenders,2012,1,15,cs,Senior
4123,1954,4,Nobel Prize in Physiology or Medicine,1430,Contenders,1958,1,4,biology,Young
